feature,value
volume__count_above_mean,75.0
volume__count_below_mean,100.0
volume__last_location_of_maximum,0.11428571428571432
volume__first_location_of_maximum,0.10857142857142857
volume__last_location_of_minimum,0.4342857142857143
volume__first_location_of_minimum,0.42857142857142855
volume__percentage_of_reoccurring_values_to_all_values,0.0
volume__percentage_of_reoccurring_datapoints_to_all_datapoints,0.0
volume__sum_of_reoccurring_values,0.0
volume__sum_of_reoccurring_data_points,0.0
volume__ratio_value_number_to_time_series_length,1.0
volume__sample_entropy,1.3414087778837132
volume__maximum,554123904.0
volume__absolute_maximum,554123904.0
volume__minimum,59964676.0
volume__benford_correlation,0.9181203074870506
volume__time_reversal_asymmetry_statistic__lag_1,-1.8438087631747978e+23
volume__time_reversal_asymmetry_statistic__lag_2,-1.1548171967077183e+23
volume__time_reversal_asymmetry_statistic__lag_3,-4.02428259526346e+22
volume__c3__lag_1,6.806919617283396e+24
volume__c3__lag_2,6.518552317515562e+24
volume__c3__lag_3,6.503201538435016e+24
volume__cid_ce__normalize_True,11.083459613606973
volume__cid_ce__normalize_False,905364916.1004891
volume__symmetry_looking__r_0.0,0.0
volume__symmetry_looking__r_0.05,1.0
volume__symmetry_looking__r_0.1,1.0
volume__symmetry_looking__r_0.15000000000000002,1.0
volume__symmetry_looking__r_0.2,1.0
volume__symmetry_looking__r_0.25,1.0
volume__symmetry_looking__r_0.30000000000000004,1.0
volume__symmetry_looking__r_0.35000000000000003,1.0
volume__symmetry_looking__r_0.4,1.0
volume__symmetry_looking__r_0.45,1.0
volume__symmetry_looking__r_0.5,1.0
volume__symmetry_looking__r_0.55,1.0
volume__symmetry_looking__r_0.6000000000000001,1.0
volume__symmetry_looking__r_0.65,1.0
volume__symmetry_looking__r_0.7000000000000001,1.0
volume__symmetry_looking__r_0.75,1.0
volume__symmetry_looking__r_0.8,1.0
volume__symmetry_looking__r_0.8500000000000001,1.0
volume__symmetry_looking__r_0.9,1.0
volume__symmetry_looking__r_0.9500000000000001,1.0
volume__large_standard_deviation__r_0.05,1.0
volume__large_standard_deviation__r_0.1,1.0
volume__large_standard_deviation__r_0.15000000000000002,1.0
volume__large_standard_deviation__r_0.2,0.0
volume__large_standard_deviation__r_0.25,0.0
volume__large_standard_deviation__r_0.30000000000000004,0.0
volume__large_standard_deviation__r_0.35000000000000003,0.0
volume__large_standard_deviation__r_0.4,0.0
volume__large_standard_deviation__r_0.45,0.0
volume__large_standard_deviation__r_0.5,0.0
volume__large_standard_deviation__r_0.55,0.0
volume__large_standard_deviation__r_0.6000000000000001,0.0
volume__large_standard_deviation__r_0.65,0.0
volume__large_standard_deviation__r_0.7000000000000001,0.0
volume__large_standard_deviation__r_0.75,0.0
volume__large_standard_deviation__r_0.8,0.0
volume__large_standard_deviation__r_0.8500000000000001,0.0
volume__large_standard_deviation__r_0.9,0.0
volume__large_standard_deviation__r_0.9500000000000001,0.0
volume__quantile__q_0.1,80786000.0
volume__quantile__q_0.2,96924646.4
volume__quantile__q_0.3,109904899.2
volume__quantile__q_0.4,130911363.20000003
volume__quantile__q_0.6,175879052.79999998
volume__quantile__q_0.7,198741868.8
volume__quantile__q_0.8,230070662.40000004
volume__quantile__q_0.9,262737593.6
volume__autocorrelation__lag_0,1.0
volume__autocorrelation__lag_1,0.6521052070016611
volume__autocorrelation__lag_2,0.5365625722073519
volume__autocorrelation__lag_3,0.5296718674457328
volume__autocorrelation__lag_4,0.5120959645830081
volume__autocorrelation__lag_5,0.4654226438483668
volume__autocorrelation__lag_6,0.4488828004549443
volume__autocorrelation__lag_7,0.4909027695692048
volume__autocorrelation__lag_8,0.494054943873836
volume__autocorrelation__lag_9,0.4581377128530495
"volume__agg_autocorrelation__f_agg_""mean""__maxlag_40",0.1401531306537438
"volume__agg_autocorrelation__f_agg_""median""__maxlag_40",0.10072309142159486
"volume__agg_autocorrelation__f_agg_""var""__maxlag_40",0.06177257780530245
volume__partial_autocorrelation__lag_0,1.0
volume__partial_autocorrelation__lag_1,0.6521052070016611
volume__partial_autocorrelation__lag_2,0.1936836311198718
volume__partial_autocorrelation__lag_3,0.21916848909380612
volume__partial_autocorrelation__lag_4,0.1349460760988969
volume__partial_autocorrelation__lag_5,0.0512609642395419
volume__partial_autocorrelation__lag_6,0.0720319985529243
volume__partial_autocorrelation__lag_7,0.16029302149970542
volume__partial_autocorrelation__lag_8,0.09800544704509072
volume__partial_autocorrelation__lag_9,0.028257908767481524
volume__number_cwt_peaks__n_1,21.0
volume__number_cwt_peaks__n_5,22.0
volume__number_peaks__n_1,51.0
volume__number_peaks__n_3,21.0
volume__number_peaks__n_5,13.0
volume__number_peaks__n_10,5.0
volume__number_peaks__n_50,1.0
volume__binned_entropy__max_bins_10,1.7181857955819628
volume__index_mass_quantile__q_0.1,0.08
volume__index_mass_quantile__q_0.2,0.13714285714285715
volume__index_mass_quantile__q_0.3,0.21142857142857144
volume__index_mass_quantile__q_0.4,0.33714285714285713
volume__index_mass_quantile__q_0.6,0.5942857142857143
volume__index_mass_quantile__q_0.7,0.7485714285714286
volume__index_mass_quantile__q_0.8,0.8514285714285714
volume__index_mass_quantile__q_0.9,0.92
"volume__cwt_coefficients__coeff_0__w_2__widths_(2, 5, 10, 20)",32397044.630843148
"volume__cwt_coefficients__coeff_0__w_5__widths_(2, 5, 10, 20)",-80934960.56070325
"volume__cwt_coefficients__coeff_0__w_10__widths_(2, 5, 10, 20)",-199867971.6040459
"volume__cwt_coefficients__coeff_0__w_20__widths_(2, 5, 10, 20)",63605931.45556862
"volume__cwt_coefficients__coeff_1__w_2__widths_(2, 5, 10, 20)",124991404.78118037
"volume__cwt_coefficients__coeff_1__w_5__widths_(2, 5, 10, 20)",-40011304.53585313
"volume__cwt_coefficients__coeff_1__w_10__widths_(2, 5, 10, 20)",-145186473.8267177
"volume__cwt_coefficients__coeff_1__w_20__widths_(2, 5, 10, 20)",130891630.12255174
"volume__cwt_coefficients__coeff_2__w_2__widths_(2, 5, 10, 20)",132016665.92665467
"volume__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20)",-2551209.1447876836
"volume__cwt_coefficients__coeff_2__w_10__widths_(2, 5, 10, 20)",-91312762.34804735
"volume__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)",195464080.75138435
"volume__cwt_coefficients__coeff_3__w_2__widths_(2, 5, 10, 20)",55642339.015692815
"volume__cwt_coefficients__coeff_3__w_5__widths_(2, 5, 10, 20)",28474715.350927547
"volume__cwt_coefficients__coeff_3__w_10__widths_(2, 5, 10, 20)",-29501525.359747212
"volume__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)",259741675.03871745
"volume__cwt_coefficients__coeff_4__w_2__widths_(2, 5, 10, 20)",-39722978.32286477
"volume__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)",52017142.35575188
"volume__cwt_coefficients__coeff_4__w_10__widths_(2, 5, 10, 20)",29919828.883244917
"volume__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)",323560704.16367716
"volume__cwt_coefficients__coeff_5__w_2__widths_(2, 5, 10, 20)",-83899268.52819733
"volume__cwt_coefficients__coeff_5__w_5__widths_(2, 5, 10, 20)",69888293.32419185
"volume__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)",90679549.32833113
"volume__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)",386481719.10370475
"volume__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)",-53029184.80771506
"volume__cwt_coefficients__coeff_6__w_5__widths_(2, 5, 10, 20)",83425984.91658145
"volume__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)",154365805.69187772
"volume__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)",454326466.4564797
"volume__cwt_coefficients__coeff_7__w_2__widths_(2, 5, 10, 20)",9270949.904941926
"volume__cwt_coefficients__coeff_7__w_5__widths_(2, 5, 10, 20)",92977754.22255878
"volume__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)",214872276.18291134
"volume__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)",514883480.4496066
"volume__cwt_coefficients__coeff_8__w_2__widths_(2, 5, 10, 20)",33265304.55457774
"volume__cwt_coefficients__coeff_8__w_5__widths_(2, 5, 10, 20)",99451806.26970272
"volume__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)",274051449.92582154
"volume__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)",573824111.5545276
"volume__cwt_coefficients__coeff_9__w_2__widths_(2, 5, 10, 20)",8112906.911577516
"volume__cwt_coefficients__coeff_9__w_5__widths_(2, 5, 10, 20)",102292391.43620686
"volume__cwt_coefficients__coeff_9__w_10__widths_(2, 5, 10, 20)",328091337.90933883
"volume__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)",628967852.9971138
"volume__cwt_coefficients__coeff_10__w_2__widths_(2, 5, 10, 20)",1584765.764195288
"volume__cwt_coefficients__coeff_10__w_5__widths_(2, 5, 10, 20)",102551556.94510947
"volume__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)",379707362.93651223
"volume__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)",680583191.2949197
"volume__cwt_coefficients__coeff_11__w_2__widths_(2, 5, 10, 20)",60032084.157450855
"volume__cwt_coefficients__coeff_11__w_5__widths_(2, 5, 10, 20)",98274589.30151325
"volume__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)",425702073.7215127
"volume__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)",736961843.4414631
"volume__cwt_coefficients__coeff_12__w_2__widths_(2, 5, 10, 20)",121943205.21636435
"volume__cwt_coefficients__coeff_12__w_5__widths_(2, 5, 10, 20)",90038908.53233
"volume__cwt_coefficients__coeff_12__w_10__widths_(2, 5, 10, 20)",471340805.92386264
"volume__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)",780717256.0897013
"volume__cwt_coefficients__coeff_13__w_2__widths_(2, 5, 10, 20)",93148857.16655557
"volume__cwt_coefficients__coeff_13__w_5__widths_(2, 5, 10, 20)",86335605.27264087
"volume__cwt_coefficients__coeff_13__w_10__widths_(2, 5, 10, 20)",505244828.2239744
"volume__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)",823262066.3999454
"volume__cwt_coefficients__coeff_14__w_2__widths_(2, 5, 10, 20)",-17314927.182997245
"volume__cwt_coefficients__coeff_14__w_5__widths_(2, 5, 10, 20)",89477922.55339074
"volume__cwt_coefficients__coeff_14__w_10__widths_(2, 5, 10, 20)",534642570.4117857
"volume__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",858636748.8393474
volume__spkt_welch_density__coeff_2,1.2073794761741478e+16
volume__spkt_welch_density__coeff_5,4.8416657519159016e+16
volume__spkt_welch_density__coeff_8,4086918543770854.0
volume__ar_coefficient__coeff_0__k_10,21646549.899656985
volume__ar_coefficient__coeff_1__k_10,0.42060372655311373
volume__ar_coefficient__coeff_2__k_10,0.04486563309611421
volume__ar_coefficient__coeff_3__k_10,0.147709989110168
volume__ar_coefficient__coeff_4__k_10,0.06486210255926837
volume__ar_coefficient__coeff_5__k_10,0.005847465371647407
volume__ar_coefficient__coeff_6__k_10,-0.018138008197002172
volume__ar_coefficient__coeff_7__k_10,0.11410682155052601
volume__ar_coefficient__coeff_8__k_10,0.07379880965365802
volume__ar_coefficient__coeff_9__k_10,0.03660415070714776
volume__ar_coefficient__coeff_10__k_10,-0.021322791098760736
"volume__change_quantiles__f_agg_""mean""__isabs_False__qh_0.2__ql_0.0",906543.6
"volume__change_quantiles__f_agg_""var""__isabs_False__qh_0.2__ql_0.0",91336911851675.03
"volume__change_quantiles__f_agg_""mean""__isabs_True__qh_0.2__ql_0.0",7871066.4
"volume__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.0",30205046877167.03
"volume__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.0",-1603070.2745098039
"volume__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0",390651125088906.2
"volume__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0",15305225.411764706
"volume__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0",158971034488995.03
"volume__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.0",-2358962.8764044945
"volume__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0",757114661445617.8
"volume__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0",21811521.348314606
"volume__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0",286936903769888.4
"volume__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.0",-972115.3650793651
"volume__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0",1263825964674996.8
"volume__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0",26522364.57142857
"volume__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0",561335150498250.8
"volume__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0",-82363.67816091955
"volume__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0",4710830177751219.0
"volume__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0",42438059.72413793
"volume__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0",2909848048377201.5
"volume__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.2",938072.6153846154
"volume__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.2",173097262599664.88
"volume__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2",10696104.615384616
"volume__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2",59570588888147.32
"volume__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.2",-2881643.8181818184
"volume__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.2",662426017394450.9
"volume__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2",21174106.363636363
"volume__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2",222387108190730.4
"volume__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.2",-1934171.7948717948
"volume__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2",1131092961037201.5
"volume__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2",25935140.82051282
"volume__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2",462202452189448.7
"volume__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.2",-2234919.7419354836
"volume__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2",3874473696209481.0
"volume__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2",43323195.48387097
"volume__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2",2002569295528675.2
"volume__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.4",-3124750.5454545454
"volume__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.4",392937452099512.06
"volume__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.4",16416762.181818182
"volume__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4",133191437536454.89
"volume__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.4",-2522234.536585366
"volume__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.4",890172090203056.2
"volume__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4",23152845.268292684
"volume__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4",360479513243097.4
"volume__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.4",-5937724.0470588235
"volume__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4",4566459896436699.0
"volume__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4",47333783.90588235
"volume__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4",2361229364446952.5
"volume__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.6",1663318.4
"volume__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.6",194030016083722.22
"volume__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6",10510951.466666667
"volume__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6",86316543448878.66
"volume__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.6",-9818421.735849056
"volume__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6",4117122385981181.0
"volume__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6",45508132.2264151
"volume__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6",2142533692627293.2
"volume__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.8",-20561802.90909091
"volume__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8",5661590786251971.0
"volume__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8",52663922.18181818
"volume__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8",3310889825551669.0
"volume__fft_coefficient__attr_""real""__coeff_0",29295377064.0
"volume__fft_coefficient__attr_""real""__coeff_1",5728335926.174444
"volume__fft_coefficient__attr_""real""__coeff_2",1656629903.6908374
"volume__fft_coefficient__attr_""real""__coeff_3",-3196677464.1112385
"volume__fft_coefficient__attr_""real""__coeff_4",-1916439022.3284886
"volume__fft_coefficient__attr_""real""__coeff_5",-2145298436.510798
"volume__fft_coefficient__attr_""real""__coeff_6",54622754.10912204
"volume__fft_coefficient__attr_""real""__coeff_7",-402435363.4063153
"volume__fft_coefficient__attr_""real""__coeff_8",589569714.3060445
"volume__fft_coefficient__attr_""real""__coeff_9",359968008.1056999
"volume__fft_coefficient__attr_""real""__coeff_10",-64710138.09530085
"volume__fft_coefficient__attr_""real""__coeff_11",-962353685.8519102
"volume__fft_coefficient__attr_""real""__coeff_12",-194116534.9914118
"volume__fft_coefficient__attr_""real""__coeff_13",-109011157.8875716
"volume__fft_coefficient__attr_""real""__coeff_14",48627368.41623908
"volume__fft_coefficient__attr_""real""__coeff_15",116425211.07553506
"volume__fft_coefficient__attr_""real""__coeff_16",-759319171.7290779
"volume__fft_coefficient__attr_""real""__coeff_17",671436731.611794
"volume__fft_coefficient__attr_""real""__coeff_18",1807563069.7341518
"volume__fft_coefficient__attr_""real""__coeff_19",1279043703.9632401
"volume__fft_coefficient__attr_""real""__coeff_20",200171424.3093488
"volume__fft_coefficient__attr_""real""__coeff_21",-1177232431.3752656
"volume__fft_coefficient__attr_""real""__coeff_22",-404187286.858984
"volume__fft_coefficient__attr_""real""__coeff_23",-541233268.5817525
"volume__fft_coefficient__attr_""real""__coeff_24",606220322.1725657
"volume__fft_coefficient__attr_""real""__coeff_25",544723185.67603
"volume__fft_coefficient__attr_""real""__coeff_26",546134905.8311799
"volume__fft_coefficient__attr_""real""__coeff_27",-96068105.21740574
"volume__fft_coefficient__attr_""real""__coeff_28",424805946.71742034
"volume__fft_coefficient__attr_""real""__coeff_29",-372889353.88929725
"volume__fft_coefficient__attr_""real""__coeff_30",166121281.56586444
"volume__fft_coefficient__attr_""real""__coeff_31",449152138.5212428
"volume__fft_coefficient__attr_""real""__coeff_32",763455037.0779399
"volume__fft_coefficient__attr_""real""__coeff_33",-145049873.33665025
"volume__fft_coefficient__attr_""real""__coeff_34",-214029347.8133886
"volume__fft_coefficient__attr_""real""__coeff_35",-349648737.1357384
"volume__fft_coefficient__attr_""real""__coeff_36",-127866189.54491687
"volume__fft_coefficient__attr_""real""__coeff_37",-744500665.5961453
"volume__fft_coefficient__attr_""real""__coeff_38",-668879430.2004479
"volume__fft_coefficient__attr_""real""__coeff_39",-230853214.0041117
"volume__fft_coefficient__attr_""real""__coeff_40",-860194259.0774032
"volume__fft_coefficient__attr_""real""__coeff_41",30710575.2905173
"volume__fft_coefficient__attr_""real""__coeff_42",670764210.9768248
"volume__fft_coefficient__attr_""real""__coeff_43",651071845.8668976
"volume__fft_coefficient__attr_""real""__coeff_44",315155467.9903634
"volume__fft_coefficient__attr_""real""__coeff_45",38146810.84806335
"volume__fft_coefficient__attr_""real""__coeff_46",125893956.94205475
"volume__fft_coefficient__attr_""real""__coeff_47",206249567.4639306
"volume__fft_coefficient__attr_""real""__coeff_48",9788939.454697758
"volume__fft_coefficient__attr_""real""__coeff_49",-116156352.98614752
"volume__fft_coefficient__attr_""real""__coeff_50",-381440553.0344491
"volume__fft_coefficient__attr_""real""__coeff_51",-632269778.2115215
"volume__fft_coefficient__attr_""real""__coeff_52",-400266411.975402
"volume__fft_coefficient__attr_""real""__coeff_53",460596553.73433053
"volume__fft_coefficient__attr_""real""__coeff_54",723491363.3133974
"volume__fft_coefficient__attr_""real""__coeff_55",156219334.9351075
"volume__fft_coefficient__attr_""real""__coeff_56",219088936.0585632
"volume__fft_coefficient__attr_""real""__coeff_57",-65065393.69705954
"volume__fft_coefficient__attr_""real""__coeff_58",-98653940.03250164
"volume__fft_coefficient__attr_""real""__coeff_59",-319993182.32911325
"volume__fft_coefficient__attr_""real""__coeff_60",-477461000.18180585
"volume__fft_coefficient__attr_""real""__coeff_61",-785977416.6638694
"volume__fft_coefficient__attr_""real""__coeff_62",678782833.9319961
"volume__fft_coefficient__attr_""real""__coeff_63",745169902.3388075
"volume__fft_coefficient__attr_""real""__coeff_64",818587052.9590918
"volume__fft_coefficient__attr_""real""__coeff_65",-86739015.83466718
"volume__fft_coefficient__attr_""real""__coeff_66",-71667814.85416979
"volume__fft_coefficient__attr_""real""__coeff_67",-597979533.7930964
"volume__fft_coefficient__attr_""real""__coeff_68",-308600026.6433124
"volume__fft_coefficient__attr_""real""__coeff_69",-351146082.9278343
"volume__fft_coefficient__attr_""real""__coeff_70",225333295.13573837
"volume__fft_coefficient__attr_""real""__coeff_71",296498401.1679511
"volume__fft_coefficient__attr_""real""__coeff_72",633417088.6067736
"volume__fft_coefficient__attr_""real""__coeff_73",497530673.1699389
"volume__fft_coefficient__attr_""real""__coeff_74",399843894.0555207
"volume__fft_coefficient__attr_""real""__coeff_75",167661651.35841885
"volume__fft_coefficient__attr_""real""__coeff_76",-538766701.1379718
"volume__fft_coefficient__attr_""real""__coeff_77",-788511868.7755395
"volume__fft_coefficient__attr_""real""__coeff_78",-386922606.590094
"volume__fft_coefficient__attr_""real""__coeff_79",-535677854.8485408
"volume__fft_coefficient__attr_""real""__coeff_80",157578360.76900315
"volume__fft_coefficient__attr_""real""__coeff_81",394503500.51559556
"volume__fft_coefficient__attr_""real""__coeff_82",512418298.9860371
"volume__fft_coefficient__attr_""real""__coeff_83",-105421083.53780183
"volume__fft_coefficient__attr_""real""__coeff_84",-108689887.96458778
"volume__fft_coefficient__attr_""real""__coeff_85",265187292.1970528
"volume__fft_coefficient__attr_""real""__coeff_86",451215730.56906766
"volume__fft_coefficient__attr_""real""__coeff_87",-86411460.13133392
"volume__fft_coefficient__attr_""real""__coeff_88",0.0
"volume__fft_coefficient__attr_""real""__coeff_89",0.0
"volume__fft_coefficient__attr_""real""__coeff_90",0.0
"volume__fft_coefficient__attr_""real""__coeff_91",0.0
"volume__fft_coefficient__attr_""real""__coeff_92",0.0
"volume__fft_coefficient__attr_""real""__coeff_93",0.0
"volume__fft_coefficient__attr_""real""__coeff_94",0.0
"volume__fft_coefficient__attr_""real""__coeff_95",0.0
"volume__fft_coefficient__attr_""real""__coeff_96",0.0
"volume__fft_coefficient__attr_""real""__coeff_97",0.0
"volume__fft_coefficient__attr_""real""__coeff_98",0.0
"volume__fft_coefficient__attr_""real""__coeff_99",0.0
"volume__fft_coefficient__attr_""imag""__coeff_0",0.0
"volume__fft_coefficient__attr_""imag""__coeff_1",-819928796.8371406
"volume__fft_coefficient__attr_""imag""__coeff_2",-1516114163.3890142
"volume__fft_coefficient__attr_""imag""__coeff_3",180991423.30960062
"volume__fft_coefficient__attr_""imag""__coeff_4",-950207736.3195968
"volume__fft_coefficient__attr_""imag""__coeff_5",1284014871.4618597
"volume__fft_coefficient__attr_""imag""__coeff_6",-899880895.2793747
"volume__fft_coefficient__attr_""imag""__coeff_7",1105703896.3920028
"volume__fft_coefficient__attr_""imag""__coeff_8",331739868.88314974
"volume__fft_coefficient__attr_""imag""__coeff_9",366051228.2185067
"volume__fft_coefficient__attr_""imag""__coeff_10",91211890.34068483
"volume__fft_coefficient__attr_""imag""__coeff_11",214332944.42506626
"volume__fft_coefficient__attr_""imag""__coeff_12",-483298717.3067483
"volume__fft_coefficient__attr_""imag""__coeff_13",216613336.5591303
"volume__fft_coefficient__attr_""imag""__coeff_14",742933437.9393555
"volume__fft_coefficient__attr_""imag""__coeff_15",788251618.4169403
"volume__fft_coefficient__attr_""imag""__coeff_16",360881378.42813206
"volume__fft_coefficient__attr_""imag""__coeff_17",-767348806.6807902
"volume__fft_coefficient__attr_""imag""__coeff_18",-589994411.7606813
"volume__fft_coefficient__attr_""imag""__coeff_19",-365972667.21369725
"volume__fft_coefficient__attr_""imag""__coeff_20",375297225.04981244
"volume__fft_coefficient__attr_""imag""__coeff_21",-78678389.17910028
"volume__fft_coefficient__attr_""imag""__coeff_22",105705743.63883424
"volume__fft_coefficient__attr_""imag""__coeff_23",-449255594.97418344
"volume__fft_coefficient__attr_""imag""__coeff_24",672917149.0438632
"volume__fft_coefficient__attr_""imag""__coeff_25",547367787.2006488
"volume__fft_coefficient__attr_""imag""__coeff_26",705834851.5168006
"volume__fft_coefficient__attr_""imag""__coeff_27",-46644547.170699775
"volume__fft_coefficient__attr_""imag""__coeff_28",-477129115.33356833
"volume__fft_coefficient__attr_""imag""__coeff_29",-450336539.6258375
"volume__fft_coefficient__attr_""imag""__coeff_30",-1027261168.9157512
"volume__fft_coefficient__attr_""imag""__coeff_31",-404240007.0158032
"volume__fft_coefficient__attr_""imag""__coeff_32",393095837.93451846
"volume__fft_coefficient__attr_""imag""__coeff_33",883398227.1735044
"volume__fft_coefficient__attr_""imag""__coeff_34",-530164745.93955326
"volume__fft_coefficient__attr_""imag""__coeff_35",-163122418.98085552
"volume__fft_coefficient__attr_""imag""__coeff_36",-124875440.67866108
"volume__fft_coefficient__attr_""imag""__coeff_37",21674905.270854533
"volume__fft_coefficient__attr_""imag""__coeff_38",-306855796.07003057
"volume__fft_coefficient__attr_""imag""__coeff_39",6570485.393621802
"volume__fft_coefficient__attr_""imag""__coeff_40",143826472.61408496
"volume__fft_coefficient__attr_""imag""__coeff_41",979721362.6047442
"volume__fft_coefficient__attr_""imag""__coeff_42",819624019.8811681
"volume__fft_coefficient__attr_""imag""__coeff_43",882390212.9833124
"volume__fft_coefficient__attr_""imag""__coeff_44",319589443.4316166
"volume__fft_coefficient__attr_""imag""__coeff_45",-698711334.0332115
"volume__fft_coefficient__attr_""imag""__coeff_46",-131863202.73789513
"volume__fft_coefficient__attr_""imag""__coeff_47",-432177214.810331
"volume__fft_coefficient__attr_""imag""__coeff_48",-1137260875.918402
"volume__fft_coefficient__attr_""imag""__coeff_49",-740110274.7857924
"volume__fft_coefficient__attr_""imag""__coeff_50",110330307.11881188
"volume__fft_coefficient__attr_""imag""__coeff_51",1010280262.5655079
"volume__fft_coefficient__attr_""imag""__coeff_52",854300034.3780044
"volume__fft_coefficient__attr_""imag""__coeff_53",8267167.5730232
"volume__fft_coefficient__attr_""imag""__coeff_54",-536380792.671714
"volume__fft_coefficient__attr_""imag""__coeff_55",-284512190.918332
